IterType,BatchSize,MinVanillaIw,AvgVanillaIw,VarJ,MinNormIw,Delta,AvgRet,AvgEpLen,eRenyi2,MaxNormIw,MaxVanillaIw,VarRet,EpsThisIter,VanillaAvgRet,ESSClassic,VarNormIw,Bound,J,VarVanillaIw,AvgDiscRet,AvgNormIw,ESSRenyi,VarDiscRet
2,500,1.0,1.0,0.18843889,0.005,0.9,4999.820201413617,500.0,1.0,0.005,1.0,0.04129652890902154,100,4999.820201413617,200.00000010221265,2.179301e-19,4881.9653,4999.8164,,4999.820201413617,0.0049999994,500.0,0.04129652890902154
2,500,1.0,1.0,0.22462077,0.0033333334,0.9,4999.793859742185,500.0,1.0,0.0033333334,1.0,0.0808249418133864,100,4999.793859742185,299.999969473632,5.4391416e-20,4903.584,4999.809,,4999.793859742185,0.0033333336,500.0,0.0808249418133864
2,500,1.0,1.0,0.22926433,0.0025,0.9,4999.829349111766,500.0,1.0,0.0025,1.0,0.05916748279609289,100,4999.829349111766,400.0,5.434597e-20,4916.48,4999.8135,,4999.829349111766,0.0024999997,500.0,0.05916748279609289
1,500,0.1971906,0.99217856,31.646904,0.00039749013,0.9,4975.499826868885,497.58,1.0284796,0.00249017,1.2353467,59107.366247169295,100,4975.499826868885,485.2299613923962,1.2200096e-07,4922.8203,4998.4097,0.030024992,4975.499826868885,0.0019999999,486.15452519799453,59107.366247169295
2,500,1.0,1.0,497.47922,0.01,0.9,4949.855628892754,495.01,1.0,0.01,1.0,249985.44099956402,100,4949.855628892754,100.0,3.5044917e-18,4783.189,4949.8555,,4949.855628892754,0.009999998,500.0,249985.44099956402
2,500,1.0,1.0,352.6563,0.005,0.9,4999.801468707431,500.0,1.0,0.005,1.0,0.03757186994618244,100,4999.801468707431,200.00000010221265,2.179301e-19,4856.978,4974.829,,4999.801468707431,0.0049999994,500.0,0.03757186994618244
2,500,1.0,1.0,406.8705,0.0033333334,0.9,4949.803055531201,495.01,1.0,0.0033333334,1.0,249980.1590003407,100,4949.803055531201,299.999969473632,5.4391416e-20,4870.2617,4966.487,,4949.803055531201,0.0033333336,500.0,249980.1590003407
2,500,1.0,1.0,431.37048,0.0025,0.9,4949.829694741226,495.01,1.0,0.0025,1.0,249982.83444082187,100,4949.829694741226,400.0,5.434597e-20,4878.9893,4962.3228,,4949.829694741226,0.0024999997,500.0,249982.83444082187
1,500,0.018442046,0.9956178,183.5679,3.7046437e-05,0.9,4999.8233519175865,500.0,1.1508962,0.0044562886,2.2183802,0.030627005386348556,100,4999.8233519175865,434.0352706725563,6.091391e-07,4909.4106,4989.372,0.150953,4999.8233519175865,0.0019999999,434.4440477348347,0.030627005386348556
2,500,1.0,1.0,0.32312855,0.01,0.9,4999.7774882459935,500.0,1.0,0.01,1.0,0.10545564561497922,100,4999.7774882459935,100.0,3.5044917e-18,4833.1104,4999.777,,4999.7774882459935,0.009999998,500.0,0.10545564561497922
2,500,1.0,1.0,0.25949618,0.005,0.9,4999.835052603351,500.0,1.0,0.005,1.0,0.028896600529539188,100,4999.835052603351,200.00000010221265,2.179301e-19,4881.955,4999.806,,4999.835052603351,0.0049999994,500.0,0.028896600529539188
2,500,1.0,1.0,0.23075539,0.0033333334,0.9,4999.8401941094935,500.0,1.0,0.0033333334,1.0,0.02454163709789723,100,4999.8401941094935,299.999969473632,5.4391416e-20,4903.593,4999.818,,4999.8401941094935,0.0033333336,500.0,0.02454163709789723
2,500,1.0,1.0,0.21780497,0.0025,0.9,4999.822362146446,500.0,1.0,0.0025,1.0,0.030306539020921053,100,4999.822362146446,400.0,5.434597e-20,4916.4854,4999.819,,4999.822362146446,0.0024999997,500.0,0.030306539020921053
1,500,0.57814395,1.0003299,22.268778,0.0011559067,0.9,4991.422102949199,499.17,1.0073433,0.0022472553,1.1239983,7056.910726987493,100,4991.422102949199,496.3083653641874,2.981234e-08,4924.0146,4998.823,0.007458003,4991.422102949199,0.002,496.35511930593896,7056.910726987493
2,500,1.0,1.0,0.25004455,0.01,0.9,4999.850227017853,500.0,1.0,0.01,1.0,0.06316271795839863,100,4999.850227017853,100.0,3.5044917e-18,4833.1836,4999.85,,4999.850227017853,0.009999998,500.0,0.06316271795839863
2,500,1.0,1.0,0.27879253,0.005,0.9,4999.791154558698,500.0,1.0,0.005,1.0,0.09209769525514168,100,4999.791154558698,200.00000010221265,2.179301e-19,4881.9697,4999.821,,4999.791154558698,0.0049999994,500.0,0.09209769525514168
2,500,1.0,1.0,0.24531828,0.0033333334,0.9,4999.84529316763,500.0,1.0,0.0033333334,1.0,0.024945565099241906,100,4999.84529316763,299.999969473632,5.4391416e-20,4903.604,4999.829,,4999.84529316763,0.0033333336,500.0,0.024945565099241906
2,500,1.0,1.0,0.23300897,0.0025,0.9,4999.823289905965,500.0,1.0,0.0025,1.0,0.036979901245596844,100,4999.823289905965,400.0,5.434597e-20,4916.4937,4999.827,,4999.823289905965,0.0024999997,500.0,0.036979901245596844
1,500,1.0,1.0,0.22312999,0.002,0.9,4999.855693201432,500.0,1.0,0.002,1.0,0.03143842692407571,100,4999.855693201432,500.00000664260017,5.431875e-20,4925.298,4999.8335,,4999.855693201432,0.0020000003,500.0,0.03143842692407571
2,500,1.0,1.0,0.19525962,0.01,0.9,4999.820357677268,500.0,1.0,0.01,1.0,0.03851168864215475,100,4999.820357677268,100.0,3.5044917e-18,4833.154,4999.8203,,4999.820357677268,0.009999998,500.0,0.03851168864215475
2,500,1.0,1.0,0.17024672,0.005,0.9,4999.849599323643,500.0,1.0,0.005,1.0,0.019612010306224583,100,4999.849599323643,200.00000010221265,2.179301e-19,4881.984,4999.835,,4999.849599323643,0.0049999994,500.0,0.019612010306224583
2,500,1.0,1.0,0.16310807,0.0033333334,0.9,4999.842249909279,500.0,1.0,0.0033333334,1.0,0.022030103064816446,100,4999.842249909279,299.999969473632,5.4391416e-20,4903.613,4999.838,,4999.842249909279,0.0033333336,500.0,0.022030103064816446
2,500,1.0,1.0,0.16431852,0.0025,0.9,4999.857852417502,500.0,1.0,0.0025,1.0,0.028160823195136377,100,4999.857852417502,400.0,5.434597e-20,4916.5093,4999.843,,4999.857852417502,0.0024999997,500.0,0.028160823195136377
1,500,0.20013148,0.9940087,119.99325,0.00040267548,0.9,4949.841419492987,495.01,1.0593592,0.0033479123,1.6639271,249984.01650656632,100,4949.841419492987,468.3399100275823,2.709452e-07,4917.762,4994.478,0.06692708,4949.841419492987,0.002,471.98344374177196,249984.01650656632
2,500,1.0,1.0,0.14047284,0.01,0.9,4999.850488336129,500.0,1.0,0.01,1.0,0.019932707725645947,100,4999.850488336129,100.0,3.5044917e-18,4833.184,4999.8506,,4999.850488336129,0.009999998,500.0,0.019932707725645947
2,500,1.0,1.0,0.17675412,0.005,0.9,4999.8351315369355,500.0,1.0,0.005,1.0,0.04307094724319185,100,4999.8351315369355,200.00000010221265,2.179301e-19,4881.9917,4999.843,,4999.8351315369355,0.0049999994,500.0,0.04307094724319185
2,500,1.0,1.0,13.259293,0.0033333334,0.9,4997.516785738509,499.78,1.0,0.0033333334,1.0,529.0474105901204,100,4997.516785738509,299.999969473632,5.4391416e-20,4902.843,4999.068,,4997.516785738509,0.0033333336,500.0,529.0474105901204
2,500,1.0,1.0,11.4879465,0.0025,0.9,4999.835125133512,500.0,1.0,0.0025,1.0,0.02335539745395088,100,4999.835125133512,400.0,5.434597e-20,4915.9263,4999.26,,4999.835125133512,0.0024999997,500.0,0.02335539745395088
1,500,0.7933088,0.9980453,8.173808,0.0015897249,0.9,4999.821708430044,500.0,1.0013031,0.0021047115,1.0502988,0.04483831833665856,100,4999.821708430044,499.317043119902,5.481919e-09,4924.8823,4999.4663,0.0013651273,4999.821708430044,0.002,499.3493095275824,0.04483831833665856
2,500,1.0,1.0,0.17775415,0.01,0.9,4999.832903233668,500.0,1.0,0.01,1.0,0.03191765206113912,100,4999.832903233668,100.0,3.5044917e-18,4833.1665,4999.833,,4999.832903233668,0.009999998,500.0,0.03191765206113912
2,500,1.0,1.0,0.21590704,0.005,0.9,4999.789585039086,500.0,1.0,0.005,1.0,0.06131628779511352,100,4999.789585039086,200.00000010221265,2.179301e-19,4881.9604,4999.8115,,4999.789585039086,0.0049999994,500.0,0.06131628779511352
2,500,1.0,1.0,0.20476592,0.0033333334,0.9,4999.8226660499295,500.0,1.0,0.0033333334,1.0,0.03279678675334278,100,4999.8226660499295,299.999969473632,5.4391416e-20,4903.59,4999.815,,4999.8226660499295,0.0033333336,500.0,0.03279678675334278
2,500,1.0,1.0,0.20721224,0.0025,0.9,4999.831754539266,500.0,1.0,0.0025,1.0,0.04621059536158115,100,4999.831754539266,400.0,5.434597e-20,4916.486,4999.8193,,4999.831754539266,0.0024999997,500.0,0.04621059536158115
1,500,1.0,1.0,0.20200329,0.002,0.9,4999.818522888062,500.0,1.0,0.002,1.0,0.03260197151597883,100,4999.818522888062,500.00000664260017,5.431875e-20,4925.284,4999.82,,4999.818522888062,0.0020000003,500.0,0.03260197151597883
2,500,1.0,1.0,0.16243267,0.01,0.9,4999.815104684386,500.0,1.0,0.01,1.0,0.026644529344494,100,4999.815104684386,100.0,3.5044917e-18,4833.1484,4999.815,,4999.815104684386,0.009999998,500.0,0.026644529344494
2,500,1.0,1.0,0.17667882,0.005,0.9,4999.809245425926,500.0,1.0,0.005,1.0,0.036393591426508796,100,4999.809245425926,200.00000010221265,2.179301e-19,4881.961,4999.812,,4999.809245425926,0.0049999994,500.0,0.036393591426508796
2,500,1.0,1.0,183.86424,0.0033333334,0.9,4967.9117771505835,496.82,1.0,0.0033333334,1.0,101757.26179134646,100,4967.9117771505835,299.999969473632,5.4391416e-20,4892.9536,4989.1787,,4967.9117771505835,0.0033333336,500.0,101757.26179134646
2,500,1.0,1.0,159.29819,0.0025,0.9,4999.852925433971,500.0,1.0,0.0025,1.0,0.029060935416491504,100,4999.852925433971,400.0,5.434597e-20,4908.514,4991.8477,,4999.852925433971,0.0024999997,500.0,0.029060935416491504
1,500,0.100952044,1.0048038,14.345687,0.00020093883,0.9,4999.833142711692,500.0,1.0231417,0.00232737,1.169275,0.022595144672563232,100,4999.833142711692,489.60132504284843,8.5126445e-08,4923.7886,4999.1816,0.021486565,4999.833142711692,0.002,488.69084272088094,0.022595144672563232
2,500,1.0,1.0,0.2725554,0.01,0.9,4999.814666004884,500.0,1.0,0.01,1.0,0.07504763894459913,100,4999.814666004884,100.0,3.5044917e-18,4833.148,4999.8145,,4999.814666004884,0.009999998,500.0,0.07504763894459913
2,500,1.0,1.0,0.22906558,0.005,0.9,4999.804146128682,500.0,1.0,0.005,1.0,0.030911851432375268,100,4999.804146128682,200.00000010221265,2.179301e-19,4881.9585,4999.8096,,4999.804146128682,0.0049999994,500.0,0.030911851432375268
2,500,1.0,1.0,0.21576147,0.0033333334,0.9,4999.830466886221,500.0,1.0,0.0033333334,1.0,0.034766809108808326,100,4999.830466886221,299.999969473632,5.4391416e-20,4903.592,4999.817,,4999.830466886221,0.0033333336,500.0,0.034766809108808326
2,500,1.0,1.0,0.21102507,0.0025,0.9,4999.81346520754,500.0,1.0,0.0025,1.0,0.03885267748643426,100,4999.81346520754,400.0,5.434597e-20,4916.482,4999.8154,,4999.81346520754,0.0024999997,500.0,0.03885267748643426
1,500,1.0,1.0,0.20840573,0.002,0.9,4999.8281910583255,500.0,1.0,0.002,1.0,0.03930279751830086,100,4999.8281910583255,500.00000664260017,5.431875e-20,4925.283,4999.819,,4999.8281910583255,0.0020000003,500.0,0.03930279751830086
2,500,1.0,1.0,0.16175306,0.01,0.9,4999.82802392436,500.0,1.0,0.01,1.0,0.02642458425538552,100,4999.82802392436,100.0,3.5044917e-18,4833.1616,4999.828,,4999.82802392436,0.009999998,500.0,0.02642458425538552
2,500,1.0,1.0,0.17293343,0.005,0.9,4999.818467022433,500.0,1.0,0.005,1.0,0.033947879624989845,100,4999.818467022433,200.00000010221265,2.179301e-19,4881.972,4999.823,,4999.818467022433,0.0049999994,500.0,0.033947879624989845
2,500,1.0,1.0,0.17836039,0.0033333334,0.9,4999.789444013535,500.0,1.0,0.0033333334,1.0,0.03520943374169638,100,4999.789444013535,299.999969473632,5.4391416e-20,4903.587,4999.812,,4999.789444013535,0.0033333336,500.0,0.03520943374169638
2,500,1.0,1.0,0.17417905,0.0025,0.9,4999.816378472915,500.0,1.0,0.0025,1.0,0.026163552107044453,100,4999.816378472915,400.0,5.434597e-20,4916.48,4999.8135,,4999.816378472915,0.0024999997,500.0,0.026163552107044453
1,500,1.0,1.0,0.20004526,0.002,0.9,4999.791644465757,500.0,1.0,0.002,1.0,0.07914708536880627,100,4999.791644465757,500.00000664260017,5.431875e-20,4925.274,4999.8096,,4999.791644465757,0.0020000003,500.0,0.07914708536880627
2,500,1.0,1.0,497.47717,0.01,0.9,4949.83516108574,495.01,1.0,0.01,1.0,249983.37327775898,100,4949.83516108574,100.0,3.5044917e-18,4783.1685,4949.835,,4949.83516108574,0.009999998,500.0,249983.37327775898
2,500,1.0,1.0,352.6556,0.005,0.9,4999.8023103902215,500.0,1.0,0.005,1.0,0.04107447333855712,100,4999.8023103902215,200.00000010221265,2.179301e-19,4856.9673,4974.8184,,4999.8023103902215,0.0049999994,500.0,0.04107447333855712
2,500,1.0,1.0,288.18304,0.0033333334,0.9,4999.813208760381,500.0,1.0,0.0033333334,1.0,0.026301035825074745,100,4999.813208760381,299.999969473632,5.4391416e-20,4886.9253,4983.1504,,4999.813208760381,0.0033333336,500.0,0.026301035825074745
2,500,1.0,1.0,249.67815,0.0025,0.9,4999.811669288592,500.0,1.0,0.0025,1.0,0.047752569977892546,100,4999.811669288592,400.0,5.434597e-20,4903.982,4987.3154,,4999.811669288592,0.0024999997,500.0,0.047752569977892546
1,500,0.42833078,1.0131446,153.43367,0.0008455471,0.9,4999.825166584054,500.0,1.0382555,0.0032125944,1.6274115,0.033612304473328775,100,4999.825166584054,482.4215460117195,1.4604372e-07,4917.012,4992.96,0.037477084,4999.825166584054,0.002,481.5770516807015,0.033612304473328775
2,500,1.0,1.0,0.20513815,0.01,0.9,4999.812180246405,500.0,1.0,0.01,1.0,0.042503544664571645,100,4999.812180246405,100.0,3.5044917e-18,4833.1455,4999.812,,4999.812180246405,0.009999998,500.0,0.042503544664571645
2,500,1.0,1.0,26.274189,0.005,0.9,4996.118640992379,499.64,1.0,0.005,1.0,1387.6812772673522,100,4996.118640992379,200.00000010221265,2.179301e-19,4880.1143,4997.9653,,4996.118640992379,0.0049999994,500.0,1387.6812772673522
2,500,1.0,1.0,21.470549,0.0033333334,0.9,4999.803830822614,500.0,1.0,0.0033333334,1.0,0.034427822613419604,100,4999.803830822614,299.999969473632,5.4391416e-20,4902.3535,4998.5786,,4999.803830822614,0.0033333336,500.0,0.034427822613419604
2,500,1.0,1.0,18.602278,0.0025,0.9,4999.843329808726,500.0,1.0,0.0025,1.0,0.025386888303004652,100,4999.843329808726,400.0,5.434597e-20,4915.561,4998.8945,,4999.843329808726,0.0024999997,500.0,0.025386888303004652
1,500,0.6556698,1.0037805,10.879459,0.0013064009,0.9,4999.829474470922,500.0,1.0027865,0.0021313133,1.0696853,0.026428319494419514,100,4999.829474470922,498.87907590882395,9.00572e-09,4924.703,4999.3423,0.0022684855,4999.829474470922,0.002,498.6106129791275,0.026428319494419514
2,500,1.0,1.0,0.13361558,0.01,0.9,4999.850489604896,500.0,1.0,0.01,1.0,0.018041534398072257,100,4999.850489604896,100.0,3.5044917e-18,4833.1836,4999.85,,4999.850489604896,0.009999998,500.0,0.018041534398072257
2,500,1.0,1.0,0.14524607,0.005,0.9,4999.862347716117,500.0,1.0,0.005,1.0,0.024511712380905767,100,4999.862347716117,200.00000010221265,2.179301e-19,4882.0054,4999.8564,,4999.862347716117,0.0049999994,500.0,0.024511712380905767
2,500,1.0,1.0,0.17701979,0.0033333334,0.9,4999.836936231228,500.0,1.0,0.0033333334,1.0,0.052078977640581864,100,4999.836936231228,299.999969473632,5.4391416e-20,4903.6245,4999.8496,,4999.836936231228,0.0033333336,500.0,0.052078977640581864
2,500,1.0,1.0,0.16749765,0.0025,0.9,4999.854418057545,500.0,1.0,0.0025,1.0,0.018382643100729994,100,4999.854418057545,400.0,5.434597e-20,4916.5176,4999.851,,4999.854418057545,0.0024999997,500.0,0.018382643100729994
1,500,1.0,1.0,0.17706871,0.002,0.9,4999.824945544273,500.0,1.0,0.002,1.0,0.04443167241972744,100,4999.824945544273,500.00000664260017,5.431875e-20,4925.311,4999.8467,,4999.824945544273,0.0020000003,500.0,0.04443167241972744
2,500,1.0,1.0,0.2033975,0.01,0.9,4999.824000372836,500.0,1.0,0.01,1.0,0.04179241876335712,100,4999.824000372836,100.0,3.5044917e-18,4833.157,4999.8237,,4999.824000372836,0.009999998,500.0,0.04179241876335712
2,500,1.0,1.0,0.18776734,0.005,0.9,4999.829721849262,500.0,1.0,0.005,1.0,0.029409955463230646,100,4999.829721849262,200.00000010221265,2.179301e-19,4881.976,4999.827,,4999.829721849262,0.0049999994,500.0,0.029409955463230646
2,500,1.0,1.0,0.19397981,0.0033333334,0.9,4999.8131208874975,500.0,1.0,0.0033333334,1.0,0.042669233777264136,100,4999.8131208874975,299.999969473632,5.4391416e-20,4903.597,4999.8223,,4999.8131208874975,0.0033333336,500.0,0.042669233777264136
2,500,1.0,1.0,0.18820916,0.0025,0.9,4999.823865812925,500.0,1.0,0.0025,1.0,0.02909519659894703,100,4999.823865812925,400.0,5.434597e-20,4916.4897,4999.823,,4999.823865812925,0.0024999997,500.0,0.02909519659894703
1,500,0.99278975,1.0000138,0.1819603,0.001985552,0.9,4999.837913740374,500.0,1.0000002,0.0020066958,1.0033617,0.024379109313075183,100,4999.837913740374,499.9986173479813,1.0999131e-11,4925.2905,4999.826,2.7498488e-06,4999.837913740374,0.0019999999,499.99988079073887,0.024379109313075183
2,500,1.0,1.0,0.1360892,0.01,0.9,4999.867543883461,500.0,1.0,0.01,1.0,0.018708022504849445,100,4999.867543883461,100.0,3.5044917e-18,4833.2017,4999.868,,4999.867543883461,0.009999998,500.0,0.018708022504849445
2,500,1.0,1.0,0.18562496,0.005,0.9,4999.814575849224,500.0,1.0,0.005,1.0,0.04949388073902121,100,4999.814575849224,200.00000010221265,2.179301e-19,4881.99,4999.8413,,4999.814575849224,0.0049999994,500.0,0.04949388073902121
2,500,1.0,1.0,0.18842962,0.0033333334,0.9,4999.768714467137,500.0,1.0,0.0033333334,1.0,0.0344522003458874,100,4999.768714467137,299.999969473632,5.4391416e-20,4903.592,4999.817,,4999.768714467137,0.0033333336,500.0,0.0344522003458874
2,500,1.0,1.0,0.18355994,0.0025,0.9,4999.854463389121,500.0,1.0,0.0025,1.0,0.02748044430864518,100,4999.854463389121,400.0,5.434597e-20,4916.493,4999.8267,,4999.854463389121,0.0024999997,500.0,0.02748044430864518
1,500,0.99972945,1.0000046,0.17797263,0.0019994497,0.9,4999.856498205019,500.0,1.0,0.0020003878,1.0001985,0.023124687534715263,100,4999.856498205019,499.99986855856696,1.4133965e-14,4925.2974,4999.833,3.5334107e-09,4999.856498205019,0.002,500.0,0.023124687534715263
2,500,1.0,1.0,0.2169772,0.01,0.9,4999.807186549904,500.0,1.0,0.01,1.0,0.04755062167436451,100,4999.807186549904,100.0,3.5044917e-18,4833.1406,4999.807,,4999.807186549904,0.009999998,500.0,0.04755062167436451
2,500,1.0,1.0,0.19642073,0.005,0.9,4999.775467165015,500.0,1.0,0.005,1.0,0.02987975041117027,100,4999.775467165015,200.00000010221265,2.179301e-19,4881.9404,4999.7915,,4999.775467165015,0.0049999994,500.0,0.02987975041117027
2,500,1.0,1.0,0.197136,0.0033333334,0.9,4999.822387213785,500.0,1.0,0.0033333334,1.0,0.03917527570328075,100,4999.822387213785,299.999969473632,5.4391416e-20,4903.5767,4999.802,,4999.822387213785,0.0033333336,500.0,0.03917527570328075
2,500,1.0,1.0,0.19102632,0.0025,0.9,4999.821202694992,500.0,1.0,0.0025,1.0,0.029383067970209148,100,4999.821202694992,400.0,5.434597e-20,4916.473,4999.8066,,4999.821202694992,0.0024999997,500.0,0.029383067970209148
1,500,0.9953671,1.0000157,0.1818932,0.001990703,0.9,4999.865789297004,500.0,1.0000011,0.0020047047,1.0023681,0.017206032353574485,100,4999.865789297004,499.99948583365904,4.7562457e-12,4925.2837,4999.8193,1.1890967e-06,4999.865789297004,0.002,499.99946355877256,0.017206032353574485
2,500,1.0,1.0,0.20114627,0.01,0.9,4999.841988805988,500.0,1.0,0.01,1.0,0.04087175885249157,100,4999.841988805988,100.0,3.5044917e-18,4833.1753,4999.842,,4999.841988805988,0.009999998,500.0,0.04087175885249157
